,Company,Job_Title,Location,Salary,Job_Sedcription,URL
299,NEXTracker,Nextracker - Data Scientist/Machine Learning Engineer,"Fremont, CA",$95K-$151K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1028&ao=1091461&s=58&guid=0000017593b3bb35a14efbe84722378b&src=GD_JOB_AD&t=SR&vt=w&cs=1_d5da0d71&cb=1604500831534&jobListingId=3727924973
300,GENENTECH,"Process Development Associate Scientist/Scientist, Genomics (iNeST)","South San Francisco, CA",$48K-$79K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1029&ao=1044074&s=58&guid=0000017593b3bb35a14efbe84722378b&src=GD_JOB_AD&t=SR&vt=w&cs=1_bc9b4dc1&cb=1604500831534&jobListingId=3697462548
301,Facebook,"Data Scientist, Analytics - Messaging Platform","Menlo Park, CA",$119K-$188K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1030&ao=1139178&s=58&guid=0000017593b3bb35a14efbe84722378b&src=GD_JOB_AD&t=SR&vt=w&cs=1_ffb5b48a&cb=1604500831534&jobListingId=3707956422
302,Intel,Deep Learning Data Scientist,"Santa Clara, CA",$106K-$166K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1101&ao=1091461&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_bc511a81&cb=1604500836166&jobListingId=3717092246
303,SLAC National Accelerator Laboratory,Project Scientist - Data Analytics,"Menlo Park, CA",$106K-$169K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1102&ao=1091461&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_72e03903&cb=1604500836166&jobListingId=3663422814
304,Amazon,Senior Data Scientist - Amazon Search,"Palo Alto, CA",$134K-$215K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1103&ao=133043&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_89a188fa&cb=1604500836167&jobListingId=3688037310
305,Aisera,Machine Learning Engineer,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1104&ao=66506&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_70ce8937&cb=1604500836169&jobListingId=3546798277
306,Facebook,"Data Scientist, SBG","Menlo Park, CA",$108K-$174K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1105&ao=1044074&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_7d5452a3&cb=1604500836169&jobListingId=3686248387
307,Pilot AI,Research Scientist — Machine Learning,"Palo Alto, CA",$105K-$165K (Employer est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1106&ao=4120&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_57ee9226&cb=1604500836173&jobListingId=3425273752
308,Intuit,Staff Machine Learning Engineer,"Mountain View, CA",$139K-$242K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1107&ao=1044074&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_784c502e&cb=1604500836174&jobListingId=3723091136
309,Getinsured,Senior Data Analyst,"Mountain View, CA",$72K-$127K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1108&ao=1133867&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b93f45bf&cb=1604500836174&jobListingId=3711143017
310,Upstart,Machine Learning Engineer,"San Mateo, CA",$99K-$165K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1109&ao=8095&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0b327cd3&cb=1604500836174&jobListingId=3177410789
311,Epicor Software,Associate Data Scientist,"Dublin, CA",$55K-$92K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1110&ao=187657&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_a726792f&cb=1604500836174&jobListingId=3728094748
312,Oracle,CMTS - ML Cognitive Services NLP Data Scientist (JoinOCI),"Palo Alto, CA",$111K-$174K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1111&ao=3839&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_cefc236e&cb=1604500836175&jobListingId=3726793235
313,Facebook,"Data Scientist, Auction and Delivery","Menlo Park, CA",$121K-$192K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1112&ao=1139178&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_c48e52f8&cb=1604500836176&jobListingId=3709147929
314,Bytedance,"Data Scientist - Analytics, Trust & Safety","Mountain View, CA",$69K-$116K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1113&ao=1091461&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_d0e0cf35&cb=1604500836177&jobListingId=3663411112
315,Thermo Fisher Scientific,Scientist II- Molecular Biology,"Pleasanton, CA",$44K-$83K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1114&ao=1044074&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_1333da71&cb=1604500836177&jobListingId=3731384135
316,TikTok,Machine Learning Engineer - Ads Core,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1115&ao=934755&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_5bab447c&cb=1604500836178&jobListingId=3609442703
317,TikTok,"Machine Learning Engineer, TikTok Ads Delivery & Auction","Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1116&ao=934755&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_cd7b4c5e&cb=1604500836178&jobListingId=3720161007
318,TikTok,Machine Learning Engineer - Risk,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1117&ao=1091461&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_f85dcc5e&cb=1604500836179&jobListingId=3663411520
319,Apple,"Data Scientist, Systems Engineering","Santa Clara, CA",$117K-$186K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1118&ao=191997&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_ee04a74c&cb=1604500836179&jobListingId=3723013339
320,Acara Solutions,Data Engineer,"Sunnyvale, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1119&ao=1044072&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_619f4a26&cb=1604500836180&jobListingId=3710278434
321,Toyota Research Institute,"Research Scientist, Machine Learning / Deep Learning","Los Altos, CA",$118K-$203K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1120&ao=1091461&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_55aa9db8&cb=1604500836180&jobListingId=3663417970
322,CloudLinux,Data Engineer for CloudLinux projects (Remote),"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1121&ao=66506&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4521df70&cb=1604500836181&jobListingId=3701290263
323,LivNao,Machine Learning Engineer,"Sunnyvale, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1122&ao=1091454&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9b091080&cb=1604500836186&jobListingId=3732869287
324,CloudLinux,Data Engineer for CloudLinux projects [Remote],"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1123&ao=1091461&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_34bff995&cb=1604500836181&jobListingId=3701764296
325,PACT Pharma,"Scientist II, Tumor Immunology Clinical Pipeline","South San Francisco, CA",$77K-$164K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1124&ao=1137541&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_225f4758&cb=1604500836182&jobListingId=3642816309
326,Facebook,"Data Engineer, Analytics (Product Foundation)","Menlo Park, CA",$118K-$192K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1125&ao=1139178&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_e02274f0&cb=1604500836182&jobListingId=3680017650
327,"GRAIL, Inc.","Data Scientist, Assay Development","Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1126&ao=1091461&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_c33781fb&cb=1604500836183&jobListingId=3663436466
328,TikTok,Machine Learning Engineer -Recommendation,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1127&ao=934755&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_9f0e9a37&cb=1604500836184&jobListingId=3688261441
329,Visa,Senior Data Scientist,"Foster City, CA",$129K-$204K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1128&ao=1091461&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_61ea4a2e&cb=1604500836184&jobListingId=3731914770
330,CooTek,"Principal Applied Scientist, Data Science","Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1129&ao=1091461&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&cs=1_461f4e37&cb=1604500836185&jobListingId=3721707829
331,BetterHelp,Director of Data Science and Analytics,"Mountain View, CA",$148K-$236K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1130&ao=1044074&s=58&guid=0000017593b3cd43b7ab2f399afbe609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dc9a4fc2&cb=1604500836185&jobListingId=3708110671
332,BetterHelp,Director of Data Science and Analytics,"Mountain View, CA",$148K-$236K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1201&ao=1044074&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_668c27eb&cb=1604500840421&jobListingId=3708110671
333,Facebook,"Data Scientist, Analytics - Ads Delivery (App Monetization)","Menlo Park, CA",$119K-$188K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1202&ao=1044074&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_1950445f&cb=1604500840421&jobListingId=3686247595
334,Abbott Laboratories,Senior Data Scientist,"Alameda, CA",$106K-$168K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1203&ao=618763&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_2169fb00&cb=1604500840422&jobListingId=3674393797
335,Logic20/20,Data Scientist,"San Jose, CA",$86K-$142K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1204&ao=133080&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_9cbf65b3&cb=1604500840422&jobListingId=3720988901
336,Diligente Technologies,Data Scientist,"Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1205&ao=1091454&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f14359a8&cb=1604500840423&jobListingId=3717113257
337,Natera,"Senior Oncology Product Manager, Data Products","San Carlos, CA",$65K-$122K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1206&ao=883363&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_3124d9d3&cb=1604500840424&jobListingId=3642988894
338,Mackin,Data Analyst,"Sunnyvale, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1207&ao=4128&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_6b3b950a&cb=1604500840425&jobListingId=3715405988
339,Facebook,"Data Engineer, Analytics (Ad Monetization and Delivery)","Menlo Park, CA",$118K-$192K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1208&ao=1139178&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_eefe9301&cb=1604500840425&jobListingId=3680017615
340,Facebook,Data Engineer (Public Content Monetization),"Menlo Park, CA",$118K-$192K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1209&ao=1139178&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_c2dd5539&cb=1604500840426&jobListingId=3680016558
341,Diffbot,Machine Learning Engineer (Applied),"Menlo Park, CA",$76K-$141K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1210&ao=8095&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d87159dc&cb=1604500840426&jobListingId=3039877069
342,ACL Digital,Business Analyst/Data Scientist,"Menlo Park, CA",$45K-$84K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1211&ao=1091461&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_4d0969a5&cb=1604500840427&jobListingId=3681163790
343,NTT DATA,SMART Platform Lab Data Scientist,"Palo Alto, CA",$143K-$226K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1212&ao=37049&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_fba57cda&cb=1604500840427&jobListingId=3715450728
344,Apple,Machine Learning Engineer - iCloud Education Team,"Santa Clara, CA",$134K-$210K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1213&ao=191997&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_89199204&cb=1604500840428&jobListingId=3645438714
345,Kelly,Senior Quality Control Analytical Scientist,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1214&ao=1044072&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_65e8b0e7&cb=1604500840429&jobListingId=3730210796
346,Amazon,Applied Scientist - Alexa SpeakerID,"Sunnyvale, CA",$31K-$232K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1215&ao=133043&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_6d54baf5&cb=1604500840430&jobListingId=3732675598
347,TechNet Inc.,Data Analyst,"San Jose, CA",$65K-$129K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1216&ao=4348&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_143cf2c5&cb=1604500840430&jobListingId=3365115731
348,VIVA USA,Data Analyst,"Santa Clara, CA",$49K-$91K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1217&ao=4120&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_ef26d68a&cb=1604500840430&jobListingId=3732151142
349,Facebook,"Data Engineer, Supply Chain","Fremont, CA",$115K-$187K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1218&ao=1044074&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_6cdcd484&cb=1604500840430&jobListingId=3686247586
350,Intuit,Senior Business Data Analyst,"Mountain View, CA",$89K-$155K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1219&ao=1044074&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_8849e01e&cb=1604500840431&jobListingId=3671582176
351,SurveyMonkey,Sr. Machine Learning Engineer,"San Mateo, CA",$143K-$236K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1220&ao=1135911&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_b3a15aa4&cb=1604500840431&jobListingId=3702800460
352,Facebook,"Data Engineer, Analytics (Instagram Well Being)","Menlo Park, CA",$118K-$192K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1221&ao=1139178&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_634ed898&cb=1604500840431&jobListingId=3700835070
353,Ursus,Data Analyst - Oracle ERP,"Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1222&ao=1044074&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_6194d517&cb=1604500840432&jobListingId=3712922962
354,Coupang,Senior Data Scientist (Customer Analytics),"Mountain View, CA",$86K-$140K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1223&ao=8095&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3ee4a77b&cb=1604500840433&jobListingId=3688898404
355,Softnice,Data Scientist - AI/ML Engineer,"Sunnyvale, CA",$87K-$154K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1224&ao=1091454&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0d40c65a&cb=1604500840434&jobListingId=3709273355
356,"nexus IT group, Inc.",NLP Data Scientist,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1225&ao=60007&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_e09d5756&cb=1604500840434&jobListingId=3683214954
357,Walmart,Staff Data Scientist - GEC (Assortment),"Sunnyvale, CA",$133K-$218K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1226&ao=133042&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_3c820b9c&cb=1604500840434&jobListingId=3720624973
358,Capgemini,Data Scientist Consultant with Data Engineering Skills,"South San Francisco, CA",$69K-$114K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1227&ao=1091461&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_06615f04&cb=1604500840435&jobListingId=3731919035
359,Walmart,"Staff Data Scientist, eComm - International Search","Sunnyvale, CA",$133K-$218K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1228&ao=133042&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_16b58189&cb=1604500840435&jobListingId=3627676655
360,IBM,Entry-Level Data Science and AI Curriculum Developer,"San Jose, CA",$101K-$186K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1229&ao=128418&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_9a50977d&cb=1604500840435&jobListingId=3726554218
361,Apple,"Machine Learning Engineer - Fraud Engineering, Algorithms, and Risk","Santa Clara, CA",$134K-$210K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1230&ao=4120&s=58&guid=0000017593b3ddf5ba29eb7c5ecc4c11&src=GD_JOB_AD&t=SR&vt=w&cs=1_f4ca01d4&cb=1604500840436&jobListingId=3679345021
362,Otter.ai,Machine Learning Engineer,"Los Altos, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1301&ao=8095&s=58&guid=0000017593b3ef5eba044872f2b36015&src=GD_JOB_AD&t=SR&vt=w&cs=1_410d2826&cb=1604500844842&jobListingId=3707547323
363,NewsBreak,"Senior Data Scientist, Ads Analytics","Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1302&ao=14295&s=58&guid=0000017593b3ef5eba044872f2b36015&src=GD_JOB_AD&t=SR&vt=w&cs=1_b7ecf248&cb=1604500844839&jobListingId=3723107485
364,IntelliPro Group Inc.,Data Scientist / Data Engineer,"Redwood City, CA",$83K-$110K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1303&ao=4341&s=58&guid=0000017593b3ef5eba044872f2b36015&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_37051c74&cb=1604500844839&jobListingId=3492219511
365,TikTok,Machine Learning Engineer -Trust and Safety,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1304&ao=934755&s=58&guid=0000017593b3ef5eba044872f2b36015&src=GD_JOB_AD&t=SR&vt=w&cs=1_19fe0e15&cb=1604500844839&jobListingId=3569387553
366,PayPal,Decision Scientist 3,"San Jose, CA",$125K-$198K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1305&ao=242900&s=58&guid=0000017593b3ef5eba044872f2b36015&src=GD_JOB_AD&t=SR&vt=w&cs=1_26cea92e&cb=1604500844841&jobListingId=3629480000
367,PlusAI,Machine Learning Scientist,"Cupertino, CA",$96K-$161K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1306&ao=8095&s=58&guid=0000017593b3ef5eba044872f2b36015&src=GD_JOB_AD&t=SR&vt=w&cs=1_0aa901fa&cb=1604500844843&jobListingId=2852865166
368,"Central Business Solutions, Inc",Data Scientist II,"Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1307&ao=4321&s=58&guid=0000017593b3ef5eba044872f2b36015&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_aa7fe99f&cb=1604500844843&jobListingId=3712230203
369,MachineZone,Machine Learning Engineer Intern,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1308&ao=1091461&s=58&guid=0000017593b3ef5eba044872f2b36015&src=GD_JOB_AD&t=SR&vt=w&cs=1_d711e86d&cb=1604500844844&jobListingId=3715370070
370,Altimetrik Corp,Data Analyst,"Santa Clara, CA",$78K-$136K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1309&ao=4348&s=58&guid=0000017593b3ef5eba044872f2b36015&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4ca588ad&cb=1604500844845&jobListingId=3695735017
